song,2017-01-01,2017-01-08,2017-01-15,2017-01-22,2017-01-29,2017-02-05,2017-02-12,2017-02-19,2017-02-26,2017-03-05,2017-03-12,2017-03-19,2017-03-26,2017-04-02,2017-04-09,2017-04-16,2017-04-23,2017-04-30,2017-05-07,2017-05-14,2017-05-21,2017-06-11,2017-06-18,2017-06-25,2017-07-02,2017-07-09,2017-07-16,2017-07-23,2017-07-30,2017-08-06,2017-08-13,2017-08-20,2017-08-27,2017-09-03,2017-09-10,2017-09-17,2017-09-24,2017-10-01,2017-10-08,2017-10-15,2017-10-22,2017-10-29,2017-11-05,2017-11-12,2017-11-19,2017-11-26,2017-12-03,2017-12-10,2017-12-17,2017-12-24,2017-12-31,2018-01-07,2018-01-14,2018-01-21,2018-01-28,2018-02-04,2018-02-11,2018-02-18,2018-02-25,2018-03-04,2018-03-11,2018-03-18,2018-03-25,2018-04-01,2018-04-08,2018-04-15,2018-04-22,2018-04-29,2018-05-06,2018-05-13,2018-05-20,2018-05-27,2018-06-03,2018-06-10,2018-06-17,2018-06-24,2018-07-01,2018-07-08,2018-07-15,2018-07-22,2018-07-29,2018-08-05,2018-08-12,2018-08-19,2018-08-26,2018-09-02,2018-09-09,2018-09-16,2018-09-23,2018-09-30,2018-10-07,2018-10-14,2018-10-21,2018-10-28,2018-11-04,2018-11-11,2018-11-18,2018-11-25,2018-12-02,2018-12-09,2018-12-16,2018-12-23,2018-12-30,2019-01-06,2019-01-13,2019-01-20,2019-01-27,2019-02-03,2019-02-10,2019-02-17,2019-02-24,2019-03-03,2019-03-10,2019-03-17,2019-03-24,2019-03-31,2019-04-07,2019-04-14,2019-04-21,2019-04-28,2019-05-05,2019-05-12,2019-05-19,2019-05-26,2019-06-02,2019-06-09,2019-06-16,2019-06-23,2019-06-30,2019-07-07,2019-07-14,2019-07-21,2019-07-28,2019-08-04,2019-08-11,2019-08-18,2019-08-25,2019-09-01,2019-09-08,2019-09-15,2019-09-22,2019-09-29,2019-10-06
Unforgettable - French Montana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3719959,5816368,8170373,12568099,15359582,16582749,18515419,22421504,23320818,23000310,23218772,23679061,25692670,25237319,24760290,23957823,23469518,23163725,22480426,21214189,20349143,19804468,19085779,18142211,15911570,15188131,14626339,13685437,12853980,12661035,12315631,11414455,10888908,10838856,9800445,8590106,10572262,9806474,8753048,8114606,7578181,7203327,6845722,6805292,6444919,6311753,6075331,5907729,5814582,5749748,5816417,5689696,5689305,5290536,5376136,5041420,4854193,4772896,4763690,4534878,4360217,4491523,4618871,4613803,4494646,4351654,4237054,4179242,3987537,3870972,3944517,3977759,3969261,3962547,4184737,0,0,4283251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Young Dumb & Broke - Khalid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3617316,3943315,4636995,5360869,5967096,6291765,7264540,8519529,10404701,13134323,14239169,14613498,15715774,15293309,14831073,15004912,15763054,15871063,15567021,15131223,14907689,14498250,14037522,13722318,12154951,11442975,10155244,11926151,10771760,10306613,9846406,9693694,9140232,8273410,7894637,7812162,7529422,7034055,6715798,6458898,6120653,5924910,5810708,5718961,5897482,5729137,5552207,5311115,5146880,4974799,4744775,4457857,4417482,4286739,4232926,4139250,4071222,4109392,3981140,3965721,3905571,3870964,0,0,4199557,4532749,4488223,4499099,4507328,4742966,4534592,4485166,4319725,4265907,0,0,0,0,0,4501989,4442656,4470319,0,0,0,0,0,0,0,0,0,0,0,4529277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Better Now - Post Malone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40788286,35690686,32111555,30755342,29702255,29726175,31141447,28714725,26683626,23534781,23756262,23691320,22134955,20399013,18796854,18370308,16862750,16334841,15086833,14521798,14017553,13571555,12810445,12811161,13324894,13612332,13105905,12782076,12136882,11955856,11517781,11410112,12142921,11775588,10994459,12581757,12621995,12967163,12225139,11976581,11803815,11441727,11186536,10917117,10481975,10566045,10134292,10186626,9653857,9563412,9084599,8679033,8491865,8259102,7861226,7726218,7685679,7394164,7202454,7079204,6826293,6726277,6947466,6913301,6790550,6605380,6538964,6559787,6522966,6454621,6935016,6745849,6165890,6114518,6061472,5898423
Lucid Dreams - Juice WRLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5274078,9884933,15456637,19288712,22947293,25643913,27389019,25866250,26176772,26990092,24992827,23901321,22227380,22462322,22801625,22470833,20454104,19858246,19291184,18879687,17532875,17341127,16542166,15886976,15158419,14259821,14017222,14153063,13063458,12615996,13279323,12638328,11492799,12002754,11197891,10974110,10923958,10659734,10290359,9584949,9611775,9320821,9374481,9145758,8755269,8512042,8149465,7698153,7587361,7380353,7250620,7264117,7111500,7083699,7245015,6934640,6856643,6725982,6543137,6273504,6031064,5943429,5883154,5766429,5737328,5699480,5691533,5502583,5800631,5872005,5734134,5684159,5649620,5641694
I Like It - Cardi B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12495810,21715443,23903132,20725789,19995364,18878956,18914106,19519095,23024160,25628187,25349119,26222393,25437863,26025276,27369377,27078418,25917300,23194455,21610874,20485609,19346864,17088632,16225457,15493637,14444816,13576601,12838090,12567274,12033045,11805697,10467959,9215155,8585395,8220089,8308791,9438830,9373206,9448690,10986025,9747111,9170120,8468946,8159976,7962332,8068661,8105641,7697397,7432966,7256216,7103083,6956444,6610997,6304579,6272893,6004427,5874695,5875253,5842469,5855545,5922182,5949466,5803536,5546179,5736799,5790409,5484571,5442757,5305158,5152538,5028820,4863545,4826023,4805375,4680791,0,0,0,0,0
Silence - Marshmello,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8827338,12676049,16265782,18035809,19084850,20225150,20207453,19209349,18862800,19345893,19438793,20339368,19663089,19440029,18892032,18550749,17813213,16335557,16008640,13966393,15112294,15361344,14092774,13231299,12381234,11454195,10439664,10256888,9661189,9329269,8367816,7592758,7299105,6804604,6792509,6510322,6360096,6005417,6062520,5762539,5617805,5604901,5461363,5091716,4734760,4587921,4457146,4399167,4239465,4195856,4191269,4111998,4025097,4008044,3983161,3949272,3951525,4159196,4358669,4393602,4436506,4438146,4468687,4325701,4302026,0,4110457,0,0,0,0,0,0,4094264,0,0,0,5558320,5190649,4816154,4563421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Girls Like You (feat. Cardi B) - Maroon 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16103275,22991407,25747641,26921586,25384413,27241596,29296811,26784966,26591666,25992621,24790259,24377889,24425122,22660264,21481286,19773031,17296395,16003125,15715513,17528530,16772609,16001697,14754787,14026222,13857103,13131354,12623043,12940902,12365229,11489430,12971076,12367756,12357979,11611300,11106398,11715157,11259780,10867730,10487513,10093137,9525176,9213838,9032532,8696290,8253209,8113371,7931650,7597091,7405903,7356855,7279153,7354662,7208936,7023473,6954934,6851457,6993102,6709670,6576619,6434707,6319933,6258105,6199352,6110114,5890319,6019223,5915814,5778738,5741440,5559620,5638267
One Kiss (with Dua Lipa) - Calvin Harris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19302911,26780190,30380257,27860728,29661052,28915990,27907952,29271455,28660371,28504613,25853036,26073037,25364299,24664506,24377017,22895006,19854690,18555693,16874559,15435109,14172671,13069779,11973698,11207836,10537556,9848600,9255496,8774947,8643579,8293476,7430270,7111097,6844367,6510288,6560070,7565110,7070573,6686628,8961013,7303078,7194264,6896828,6800811,6563662,6519873,6726742,6684934,6225938,6002305,5877430,5848119,5741502,5736219,5683880,5427870,5201235,5032870,5050749,5012906,5124757,5101340,4932894,4838688,4855287,4755866,4589392,4577013,4546553,4382056,4313556,0,0,0,0,0,0,0,0,0
Look At Me! - XXXTENTACION,0,0,0,0,0,0,0,0,0,4880978,5036882,4954784,5487987,6436056,6283377,6025262,5936867,5828121,5577830,6031606,6064033,5121026,4627764,4243327,3951535,3766874,3658120,3531422,3470737,3375797,3319997,3368246,4088884,4139852,4255469,4439011,4474186,4407825,4295265,4211565,4251094,4108968,4015815,4053229,4113675,3894072,3886812,3919178,0,0,3605275,3636240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8245246,11076255,8355500,7434598,6929277,6624130,6372078,6010304,5776440,5741514,5728935,5632669,5586597,5579394,5508119,5529408,5553987,5408988,5371166,5246592,4843053,4846818,4806750,4516108,4622304,4837330,0,0,4105261,4096358,0,4342309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Redbone - Childish Gambino,3942364,4501981,5074233,5366708,5439914,5181881,4940133,4735100,4775966,4965499,5124921,4678654,4662805,4755837,4849209,5297306,5230214,5069121,5260296,5605330,6481888,11721325,11821969,11525555,11326377,11419521,10526084,9966534,9772200,9499853,9312429,7511253,6800811,6504426,6265491,6153128,5812485,5466973,5110682,5018964,4768764,4447999,4504310,4542718,4437282,4310160,4709198,4825997,4489948,4082509,4272585,4204904,4174522,4182218,4860331,4555690,4328413,4186838,4176987,4229438,4032871,3814557,3711844,3647015,0,0,0,0,4821684,5397057,4542592,0,4024498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High Hopes - Panic! At The Disco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6424192,6225405,6853154,7463975,7755020,7969894,7952867,7964517,8153858,8767668,9086387,8796903,8854896,9278420,8714079,9015600,9574048,10078700,9841231,10120602,10176699,10058674,9762502,9191359,11299005,12260773,11274650,14787522,18340295,19643546,18891709,17751164,16790474,15443352,15136007,14145185,13219768,12839359,12624633,12523958,12074144,11646474,11163219,10803582,10585854,10199618,9534257,9240581,9184920,8707150,8507863,8270561,8004615,7738593,7305215,7130892,6930329,6764199,6592413,6431308,6304063,5900092,5995676,5906403,5589672,5574861,5552461,5520682
Me Rehúso - Danny Ocean,0,0,0,0,0,0,0,3634707,4614116,5810693,7224819,8132765,8829317,9626493,10454366,9961429,11324410,12029398,12392193,12630268,12595016,12703530,12934387,12946845,12917620,13531243,13499502,13320083,13209259,13238814,13273772,13294421,13415822,13207961,12539884,12472265,12217575,11611397,11451870,11364610,11195134,10699755,10312797,10378535,10001335,9572832,10131735,10353630,9519213,8973005,10109248,8391379,7738351,7587422,7294950,7056815,6788165,6777802,6492320,5824264,5605063,5500854,5571277,5150363,5136946,5227564,5061952,4736141,4560376,4360111,4306258,4302387,4201399,4067271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starboy - The Weeknd,25734078,24261229,24480907,22925769,20295877,18832534,18130595,16945436,15325149,13675604,13256520,11759643,11174910,10988580,10734789,9250373,8509562,8145628,7710529,7234375,6996599,6307563,6048375,5769886,5750869,5545061,5538107,5322880,5216542,5115387,5083181,5011896,4904634,4940105,4778208,4754628,4697227,4568321,4615351,4577359,4501569,4345346,4304342,4287983,4339537,4254883,4564212,4868950,4625808,4457192,4707366,4350619,4302372,4253988,4259930,4280097,4163235,4160599,4135688,4048639,3960400,3887199,3982713,4609554,4160809,4223635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4046640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FRIENDS - Marshmello,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12997516,17913457,21497890,23594039,25145965,25163028,25664581,24267771,24749374,25445991,24661589,22752794,22442241,20990336,19276894,18220071,16606478,15531699,13696973,12806099,11726493,11404706,10845735,10649726,9974984,8824023,7996646,7316450,6944008,6658179,6450902,6377713,6511389,6576471,6606638,6385267,6181766,6038874,5915345,5879388,5762403,5524276,5544138,6372501,5835277,5515440,6551257,5968014,5779792,5469978,5334584,6911754,6459173,6071894,5697037,5317083,5176135,5074659,4986018,4875609,4790454,4788521,4631144,4494953,4472923,4384890,0,4430014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
